name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154088 b,60,6.6 Earths,6.59,2021
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 147018 b,132,2.12 Jupiters,8.3,2009
HD 147018 c,132,6.56 Jupiters,8.3,2009
HD 147379 b,35,28.55 Earths,8.61,2017
HD 147513 b,42,1.21 Jupiters,5.37,2003
HD 147873 b,356,5.14 Jupiters,7.96,2016
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
